ID,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,livingSpace,lift,typeOfFlat,floor,garden,regio2,condition,lastRefurbish,energyEfficiencyClass
3246,FALSE,FALSE,543,1928,NA,FALSE,57.91,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3247,FALSE,FALSE,NA,1952,NA,FALSE,49.97,FALSE,apartment,1,FALSE,Herne,average,NO_INFORMATION,NO_INFORMATION
3248,FALSE,FALSE,720,1960,NA,FALSE,66,TRUE,apartment,4,FALSE,Essen,good,Last5Years,NO_INFORMATION
3249,FALSE,FALSE,NA,1900,NA,FALSE,73,FALSE,apartment,1,TRUE,Wuppertal,good,Over5Years,NO_INFORMATION
3250,FALSE,TRUE,628,1957,NA,FALSE,57.56,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3251,FALSE,FALSE,395,1953,NA,FALSE,40,FALSE,NA,0,TRUE,Essen,average,Last5Years,NO_INFORMATION
3252,FALSE,TRUE,771.31,1957,NA,FALSE,81.19,FALSE,terraced_flat,1,FALSE,Mönchengladbach,average,Last5Years,D/E/F/G/H
3253,FALSE,TRUE,715,1976,NA,FALSE,77,FALSE,apartment,3,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3254,FALSE,TRUE,2330,1960,NA,FALSE,145,TRUE,penthouse,6,FALSE,Köln,good,NO_INFORMATION,NO_INFORMATION
3255,FALSE,TRUE,805,2018,1,FALSE,80,FALSE,apartment,1,FALSE,Kleve_Kreis,good,Last5Years,NO_INFORMATION
3256,FALSE,TRUE,425,1950,NA,FALSE,58,FALSE,apartment,3,FALSE,Hagen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3257,FALSE,FALSE,690,1964,1,TRUE,72,TRUE,apartment,2,FALSE,Düren_Kreis,average,NO_INFORMATION,D/E/F/G/H
3258,TRUE,TRUE,1800,2019,1,FALSE,98.16,TRUE,apartment,1,FALSE,Düsseldorf,good,NO_INFORMATION,NO_INFORMATION
3259,FALSE,FALSE,673,1925,NA,FALSE,96,FALSE,roof_storey,2,FALSE,Recklinghausen_Kreis,average,Last5Years,NO_INFORMATION
3260,FALSE,FALSE,490,1951,NA,FALSE,50,FALSE,NA,1,TRUE,Duisburg,good,Last5Years,NO_INFORMATION
3261,FALSE,FALSE,470.77,1952,NA,FALSE,50.2,FALSE,apartment,1,TRUE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3262,FALSE,TRUE,570,1856,NA,TRUE,48,FALSE,other,1,FALSE,Neuss_Rhein_Kreis,average,Over5Years,NO_INFORMATION
3263,FALSE,FALSE,NA,1890,NA,FALSE,96,FALSE,apartment,1,FALSE,Ennepe_Ruhr_Kreis,average,NO_INFORMATION,D/E/F/G/H
3264,FALSE,TRUE,480,1954,NA,FALSE,65.41,FALSE,apartment,3,TRUE,Wesel_Kreis,average,NO_INFORMATION,NO_INFORMATION
3265,FALSE,TRUE,650,1996,NA,TRUE,34,FALSE,roof_storey,4,FALSE,Bonn,average,Over5Years,Aplus/A/B/C
3266,FALSE,TRUE,NA,1964,1,FALSE,138,TRUE,penthouse,4,FALSE,Aachen,good,Last5Years,NO_INFORMATION
3267,TRUE,TRUE,1115,2019,1,FALSE,76,FALSE,penthouse,1,FALSE,Rheinisch_Bergischer_Kreis,good,Last5Years,Aplus/A/B/C
3268,FALSE,TRUE,465,1962,NA,FALSE,62.77,FALSE,ground_floor,0,FALSE,Märkischer_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3269,FALSE,TRUE,960,2018,1,FALSE,81,TRUE,ground_floor,0,TRUE,Lippe_Kreis,good,Last5Years,Aplus/A/B/C
3270,FALSE,FALSE,455.18,1957,NA,FALSE,51,FALSE,roof_storey,2,FALSE,Herne,average,NO_INFORMATION,D/E/F/G/H
3271,FALSE,FALSE,404,1931,NA,FALSE,49.89,FALSE,apartment,2,FALSE,Gelsenkirchen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3272,FALSE,TRUE,650,1973,NA,FALSE,75,TRUE,apartment,2,FALSE,Essen,average,Last5Years,NO_INFORMATION
3273,FALSE,FALSE,NA,1952,NA,FALSE,49.97,FALSE,apartment,1,FALSE,Herne,average,NO_INFORMATION,NO_INFORMATION
3274,FALSE,FALSE,430,1940,NA,FALSE,51,FALSE,NA,3,FALSE,Oberhausen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3275,FALSE,TRUE,1480,1981,1,FALSE,159,FALSE,maisonette,0,TRUE,Krefeld,average,NO_INFORMATION,NO_INFORMATION
3276,FALSE,FALSE,615,1962,NA,FALSE,51,FALSE,roof_storey,3,FALSE,Düsseldorf,average,NO_INFORMATION,NO_INFORMATION
3277,FALSE,TRUE,NA,1968,1,FALSE,72,FALSE,apartment,2,FALSE,Rheinisch_Bergischer_Kreis,average,Over5Years,D/E/F/G/H
3278,FALSE,TRUE,555,1996,1,FALSE,58,FALSE,apartment,2,FALSE,Mönchengladbach,average,Last5Years,Aplus/A/B/C
3279,FALSE,TRUE,748,1965,NA,FALSE,71,FALSE,apartment,1,FALSE,Märkischer_Kreis,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
3280,TRUE,TRUE,1390,2020,1,FALSE,97.5,TRUE,ground_floor,1,TRUE,Viersen_Kreis,good,NO_INFORMATION,NO_INFORMATION
3281,FALSE,TRUE,970,1935,1,TRUE,100,FALSE,maisonette,3,FALSE,Bochum,average,Over5Years,NO_INFORMATION
3282,FALSE,FALSE,493,1928,NA,FALSE,51.91,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3283,FALSE,TRUE,NA,1972,1,TRUE,88.36,TRUE,apartment,4,FALSE,Krefeld,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
3284,FALSE,FALSE,NA,1959,NA,FALSE,57.37,FALSE,ground_floor,0,FALSE,Märkischer_Kreis,average,NO_INFORMATION,D/E/F/G/H
3285,FALSE,TRUE,1350,1995,2,TRUE,133,FALSE,apartment,1,TRUE,Rhein_Erft_Kreis,good,Last5Years,NO_INFORMATION
3286,FALSE,FALSE,540,1900,1,FALSE,80,FALSE,roof_storey,2,FALSE,Unna_Kreis,average,Last5Years,NO_INFORMATION
3287,FALSE,TRUE,795,1991,1,TRUE,77,FALSE,roof_storey,2,TRUE,Siegen_Wittgenstein_Kreis,average,Last5Years,NO_INFORMATION
3288,FALSE,FALSE,NA,1950,NA,FALSE,68,FALSE,roof_storey,2,FALSE,Essen,average,NO_INFORMATION,D/E/F/G/H
3289,TRUE,TRUE,732.04,2020,1,FALSE,65.5,TRUE,terraced_flat,0,FALSE,Hagen,good,NO_INFORMATION,NO_INFORMATION
3290,FALSE,TRUE,1162.92,2013,1,FALSE,76.91,TRUE,apartment,4,FALSE,Mülheim_an_der_Ruhr,good,Over5Years,NO_INFORMATION
3291,FALSE,TRUE,438.24,1976,NA,TRUE,49,FALSE,apartment,1,FALSE,Mönchengladbach,average,NO_INFORMATION,NO_INFORMATION
3292,FALSE,TRUE,NA,1963,NA,TRUE,117,TRUE,roof_storey,6,FALSE,Köln,average,NO_INFORMATION,NO_INFORMATION
3293,FALSE,FALSE,555,1961,NA,TRUE,50,FALSE,roof_storey,2,FALSE,Leverkusen,good,NO_INFORMATION,NO_INFORMATION
3294,FALSE,TRUE,650,1967,NA,FALSE,79,FALSE,maisonette,3,FALSE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
3295,TRUE,TRUE,NA,2020,1,FALSE,105,TRUE,penthouse,2,FALSE,Wesel_Kreis,good,NO_INFORMATION,NO_INFORMATION
3296,FALSE,TRUE,440,1980,NA,FALSE,59.64,TRUE,apartment,3,FALSE,Gelsenkirchen,good,NO_INFORMATION,NO_INFORMATION
3297,FALSE,TRUE,NA,1973,1,FALSE,79,TRUE,apartment,5,FALSE,Mettmann_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3298,FALSE,TRUE,632.9,1976,NA,FALSE,78,TRUE,ground_floor,0,FALSE,Ennepe_Ruhr_Kreis,average,Over5Years,NO_INFORMATION
3299,FALSE,TRUE,770,1961,NA,FALSE,74,TRUE,apartment,8,FALSE,Aachen,good,Last5Years,NO_INFORMATION
3300,FALSE,TRUE,809,1957,NA,FALSE,87.81,FALSE,apartment,3,TRUE,Minden_Lübbecke_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3301,FALSE,TRUE,NA,1984,1,FALSE,62,FALSE,apartment,1,FALSE,Mülheim_an_der_Ruhr,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3302,FALSE,TRUE,378,1971,1,FALSE,52,TRUE,NA,3,FALSE,Duisburg,average,Last5Years,NO_INFORMATION
3303,FALSE,TRUE,440.63,1965,NA,FALSE,44.96,TRUE,apartment,2,FALSE,Hamm,average,NO_INFORMATION,NO_INFORMATION
3304,FALSE,TRUE,1151,2016,1,FALSE,75,TRUE,apartment,1,FALSE,Düsseldorf,good,NO_INFORMATION,Aplus/A/B/C
3305,FALSE,FALSE,460.32,1954,NA,FALSE,58.64,FALSE,apartment,1,FALSE,Mettmann_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3306,FALSE,TRUE,595.3,1973,NA,FALSE,76.44,TRUE,apartment,5,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3307,FALSE,TRUE,2490,2015,1,TRUE,60,TRUE,apartment,8,FALSE,Düsseldorf,good,Last5Years,NO_INFORMATION
3308,FALSE,FALSE,490,1942,NA,FALSE,65,FALSE,roof_storey,3,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
3309,FALSE,TRUE,784,1974,NA,FALSE,59,FALSE,apartment,2,TRUE,Düsseldorf,good,Last5Years,NO_INFORMATION
3310,FALSE,TRUE,825,1975,NA,TRUE,58,TRUE,apartment,1,FALSE,Düsseldorf,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3311,FALSE,TRUE,687,1970,NA,FALSE,76,FALSE,apartment,3,FALSE,Unna_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3312,FALSE,TRUE,768,1967,NA,FALSE,77,FALSE,apartment,2,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
3313,FALSE,TRUE,608,1962,NA,FALSE,69.48,FALSE,apartment,1,TRUE,Warendorf_Kreis,average,Last5Years,D/E/F/G/H
3314,FALSE,TRUE,1760,1960,2,FALSE,110,FALSE,apartment,1,TRUE,Rhein_Sieg_Kreis,good,Last5Years,NO_INFORMATION
3315,FALSE,FALSE,529.33,1992,1,FALSE,64.85,FALSE,apartment,1,FALSE,Bochum,good,Over5Years,NO_INFORMATION
3316,FALSE,FALSE,611.05,1960,NA,FALSE,61.81,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,average,Over5Years,NO_INFORMATION
3317,FALSE,TRUE,680,1965,NA,FALSE,60,FALSE,apartment,2,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3318,FALSE,TRUE,514,1970,NA,FALSE,49,FALSE,apartment,2,FALSE,Bielefeld,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3319,FALSE,TRUE,560,1959,1,FALSE,64.61,FALSE,apartment,1,FALSE,Unna_Kreis,good,Last5Years,NO_INFORMATION
3320,FALSE,TRUE,800,1957,NA,TRUE,59.15,FALSE,apartment,1,FALSE,Neuss_Rhein_Kreis,average,NO_INFORMATION,NO_INFORMATION
3321,FALSE,FALSE,641.19,1960,NA,FALSE,81.4,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3322,FALSE,TRUE,471,1959,NA,FALSE,50.7,FALSE,ground_floor,0,FALSE,Unna_Kreis,good,NO_INFORMATION,NO_INFORMATION
3323,FALSE,TRUE,1020,2002,1,TRUE,67,FALSE,roof_storey,3,FALSE,Köln,good,NO_INFORMATION,NO_INFORMATION
3324,FALSE,TRUE,1033,2015,NA,TRUE,97.07,TRUE,apartment,2,FALSE,Bielefeld,average,NO_INFORMATION,NO_INFORMATION
3325,FALSE,TRUE,627.59,1997,NA,FALSE,76.98,FALSE,apartment,2,FALSE,Minden_Lübbecke_Kreis,good,NO_INFORMATION,Aplus/A/B/C
3326,FALSE,FALSE,NA,1957,NA,FALSE,71.85,FALSE,ground_floor,0,FALSE,Märkischer_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3327,FALSE,FALSE,508,1951,NA,FALSE,44.18,FALSE,apartment,2,TRUE,Minden_Lübbecke_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3328,FALSE,TRUE,450,1969,NA,FALSE,38,FALSE,apartment,1,TRUE,Mettmann_Kreis,average,NO_INFORMATION,D/E/F/G/H
3329,FALSE,TRUE,750,2007,2,TRUE,114,FALSE,ground_floor,0,TRUE,Paderborn_Kreis,average,NO_INFORMATION,NO_INFORMATION
3330,TRUE,TRUE,NA,2019,1,FALSE,77.36,TRUE,apartment,1,FALSE,Rhein_Sieg_Kreis,good,NO_INFORMATION,NO_INFORMATION
3331,FALSE,FALSE,350,1900,NA,FALSE,47,FALSE,ground_floor,0,TRUE,Märkischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
3332,FALSE,TRUE,1150,1976,1,TRUE,88,TRUE,apartment,3,FALSE,Aachen,average,NO_INFORMATION,NO_INFORMATION
3333,FALSE,FALSE,356,1953,NA,FALSE,51,FALSE,ground_floor,0,TRUE,Duisburg,good,NO_INFORMATION,Aplus/A/B/C
3334,FALSE,TRUE,450,1974,0,TRUE,38,TRUE,other,1,FALSE,Viersen_Kreis,average,Last5Years,D/E/F/G/H
3335,FALSE,FALSE,723.21,1939,NA,TRUE,68.58,FALSE,apartment,1,TRUE,Recklinghausen_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3336,FALSE,TRUE,908,2004,1,FALSE,89,FALSE,ground_floor,0,FALSE,Recklinghausen_Kreis,good,NO_INFORMATION,NO_INFORMATION
3337,FALSE,FALSE,430,1918,NA,TRUE,25,FALSE,other,1,FALSE,Krefeld,good,Over5Years,NO_INFORMATION
3338,FALSE,TRUE,NA,1972,1,FALSE,70,FALSE,roof_storey,3,FALSE,Rhein_Sieg_Kreis,average,NO_INFORMATION,NO_INFORMATION
3339,FALSE,TRUE,800,1898,NA,FALSE,89,FALSE,apartment,2,FALSE,Oberhausen,good,Last5Years,NO_INFORMATION
3340,FALSE,FALSE,3912.5,2013,2,FALSE,140.5,TRUE,apartment,3,TRUE,Düsseldorf,good,Last5Years,Aplus/A/B/C
3341,FALSE,FALSE,590,1970,1,FALSE,68,FALSE,maisonette,4,FALSE,Gelsenkirchen,average,NO_INFORMATION,D/E/F/G/H
3342,FALSE,TRUE,695,1972,1,FALSE,63,FALSE,apartment,1,FALSE,Bochum,good,Last5Years,NO_INFORMATION
3343,FALSE,FALSE,570,1980,NA,FALSE,77,FALSE,NA,4,FALSE,Märkischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
3344,FALSE,TRUE,660,1988,NA,FALSE,97.2,FALSE,maisonette,2,FALSE,Höxter_Kreis,average,NO_INFORMATION,Aplus/A/B/C
3345,FALSE,TRUE,1125,1962,1,TRUE,80,FALSE,roof_storey,2,FALSE,Köln,good,Last5Years,D/E/F/G/H
3346,FALSE,TRUE,415,1994,NA,FALSE,25.02,FALSE,roof_storey,3,FALSE,Dortmund,average,NO_INFORMATION,D/E/F/G/H
3347,FALSE,TRUE,NA,1965,1,FALSE,66,FALSE,apartment,2,FALSE,Dortmund,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3348,FALSE,TRUE,875,1956,NA,TRUE,54.62,FALSE,apartment,2,FALSE,Köln,good,Last5Years,NO_INFORMATION
3349,FALSE,FALSE,565,1956,NA,FALSE,62,FALSE,roof_storey,3,FALSE,Wesel_Kreis,average,NO_INFORMATION,D/E/F/G/H
3350,FALSE,FALSE,415,2014,NA,TRUE,20.18,FALSE,NA,4,FALSE,Aachen,good,NO_INFORMATION,NO_INFORMATION
3351,FALSE,TRUE,780,1955,NA,TRUE,86,FALSE,NA,0,TRUE,Essen,average,NO_INFORMATION,NO_INFORMATION
3352,TRUE,TRUE,871.99,2020,NA,FALSE,72.11,TRUE,apartment,1,FALSE,Unna_Kreis,good,NO_INFORMATION,NO_INFORMATION
3353,FALSE,FALSE,615,1967,NA,FALSE,84,FALSE,roof_storey,2,FALSE,Dortmund,average,NO_INFORMATION,NO_INFORMATION
3354,FALSE,FALSE,560,1978,1,TRUE,50,FALSE,other,2,FALSE,Münster,average,Last5Years,NO_INFORMATION
3355,FALSE,FALSE,611.36,1999,NA,FALSE,73.28,FALSE,apartment,2,FALSE,Unna_Kreis,average,NO_INFORMATION,NO_INFORMATION
3356,TRUE,TRUE,796,2020,1,TRUE,69,FALSE,apartment,2,FALSE,Gelsenkirchen,good,NO_INFORMATION,NO_INFORMATION
3357,FALSE,FALSE,NA,1910,0,FALSE,46.5,FALSE,apartment,2,FALSE,Krefeld,good,Over5Years,NO_INFORMATION
3358,FALSE,FALSE,690,1971,NA,FALSE,67,FALSE,NA,2,FALSE,Duisburg,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3359,TRUE,TRUE,NA,2019,2,TRUE,159.02,TRUE,penthouse,2,FALSE,Bielefeld,good,NO_INFORMATION,Aplus/A/B/C
3360,FALSE,FALSE,530,1910,0,FALSE,60,FALSE,apartment,2,TRUE,Solingen,average,Last5Years,NO_INFORMATION
3361,FALSE,FALSE,490,1929,NA,FALSE,67,FALSE,apartment,1,FALSE,Unna_Kreis,good,Over5Years,NO_INFORMATION
3362,FALSE,TRUE,615,1966,NA,TRUE,59.15,FALSE,roof_storey,3,FALSE,Essen,average,NO_INFORMATION,D/E/F/G/H
3363,FALSE,FALSE,NA,1977,NA,FALSE,97.49,FALSE,NA,9,FALSE,Mettmann_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3364,FALSE,TRUE,720,2001,1,FALSE,72.2,FALSE,apartment,2,FALSE,Duisburg,average,NO_INFORMATION,NO_INFORMATION
3365,FALSE,FALSE,370,1928,NA,FALSE,28,FALSE,apartment,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3366,FALSE,FALSE,440,1898,NA,FALSE,45,FALSE,roof_storey,3,FALSE,Bielefeld,average,Over5Years,NO_INFORMATION
3367,TRUE,TRUE,977.05,2020,1,FALSE,74,TRUE,apartment,4,FALSE,Rhein_Sieg_Kreis,good,NO_INFORMATION,Aplus/A/B/C
3368,FALSE,FALSE,NA,1967,1,FALSE,95,FALSE,apartment,1,FALSE,Rheinisch_Bergischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
3369,FALSE,TRUE,1210,2015,1,TRUE,98.14,TRUE,raised_ground_floor,0,FALSE,Aachen,good,NO_INFORMATION,Aplus/A/B/C
3370,FALSE,TRUE,1670,1967,1,FALSE,130,FALSE,ground_floor,0,TRUE,Düsseldorf,good,Last5Years,D/E/F/G/H
3371,FALSE,TRUE,870,1970,NA,FALSE,86,TRUE,apartment,5,FALSE,Unna_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3372,FALSE,FALSE,685,1950,NA,FALSE,78,FALSE,roof_storey,4,FALSE,Aachen,average,NO_INFORMATION,D/E/F/G/H
3373,FALSE,TRUE,1005,2007,1,TRUE,73,TRUE,apartment,1,TRUE,Aachen,good,NO_INFORMATION,NO_INFORMATION
3374,FALSE,TRUE,NA,1960,1,TRUE,82,FALSE,apartment,1,TRUE,Rheinisch_Bergischer_Kreis,average,NO_INFORMATION,D/E/F/G/H
3375,FALSE,TRUE,695,1994,NA,TRUE,51,TRUE,apartment,1,FALSE,Märkischer_Kreis,average,NO_INFORMATION,NO_INFORMATION
3376,FALSE,FALSE,720,1970,NA,FALSE,71,FALSE,apartment,3,TRUE,Neuss_Rhein_Kreis,NO_INFORMATION,Last5Years,NO_INFORMATION
3377,FALSE,TRUE,515.89,1980,0,FALSE,71,FALSE,apartment,2,FALSE,Ennepe_Ruhr_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3378,FALSE,FALSE,635,1952,NA,FALSE,74.92,FALSE,apartment,1,FALSE,Gelsenkirchen,good,Last5Years,NO_INFORMATION
3379,FALSE,TRUE,838,1970,NA,FALSE,85,FALSE,apartment,2,FALSE,Rhein_Erft_Kreis,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3380,FALSE,TRUE,855.23,2014,1,FALSE,87.63,TRUE,roof_storey,2,FALSE,Bielefeld,good,NO_INFORMATION,NO_INFORMATION
3381,FALSE,TRUE,700,1994,1,FALSE,85,FALSE,apartment,1,FALSE,Steinfurt_Kreis,average,NO_INFORMATION,NO_INFORMATION
3382,FALSE,TRUE,485,1973,1,TRUE,52.12,TRUE,apartment,2,FALSE,Aachen_Kreis,average,NO_INFORMATION,NO_INFORMATION
3383,TRUE,TRUE,1125,2019,1,FALSE,95.25,TRUE,ground_floor,0,FALSE,Düren_Kreis,good,NO_INFORMATION,NO_INFORMATION
3384,TRUE,TRUE,1790.48,2019,2,FALSE,140,TRUE,penthouse,3,TRUE,Viersen_Kreis,good,Last5Years,NO_INFORMATION
3385,FALSE,TRUE,345,1970,NA,TRUE,28,TRUE,apartment,1,FALSE,Siegen_Wittgenstein_Kreis,good,Over5Years,NO_INFORMATION
3386,FALSE,FALSE,NA,1990,NA,FALSE,75,FALSE,apartment,1,FALSE,Steinfurt_Kreis,average,NO_INFORMATION,Aplus/A/B/C
3387,FALSE,TRUE,NA,1957,NA,FALSE,55.83,FALSE,ground_floor,0,FALSE,Bochum,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3388,FALSE,TRUE,480,1976,NA,TRUE,42,FALSE,apartment,1,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
3389,FALSE,TRUE,585,1957,NA,FALSE,56.75,FALSE,ground_floor,0,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
3390,FALSE,TRUE,544,1957,NA,FALSE,57.41,FALSE,apartment,1,FALSE,Duisburg,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3391,FALSE,TRUE,NA,1992,1,FALSE,79,FALSE,roof_storey,4,FALSE,Ennepe_Ruhr_Kreis,average,NO_INFORMATION,Aplus/A/B/C
3392,FALSE,FALSE,570,1958,NA,FALSE,61,FALSE,apartment,2,FALSE,Essen,average,NO_INFORMATION,NO_INFORMATION
3393,FALSE,TRUE,410,1976,NA,FALSE,57,TRUE,apartment,2,TRUE,Remscheid,average,Last5Years,NO_INFORMATION
3394,FALSE,FALSE,515,1955,NA,FALSE,63,FALSE,ground_floor,0,TRUE,Gelsenkirchen,average,NO_INFORMATION,NO_INFORMATION
3395,FALSE,TRUE,623,1999,1,FALSE,59.8,FALSE,apartment,1,FALSE,Viersen_Kreis,average,Last5Years,NO_INFORMATION
3396,FALSE,FALSE,NA,1990,NA,FALSE,56,FALSE,roof_storey,5,TRUE,Wuppertal,average,NO_INFORMATION,D/E/F/G/H
3397,TRUE,TRUE,1652,2019,1,FALSE,114.53,TRUE,apartment,2,FALSE,Bochum,good,NO_INFORMATION,Aplus/A/B/C
3398,FALSE,TRUE,520,1930,NA,FALSE,61,FALSE,raised_ground_floor,0,FALSE,Wuppertal,good,NO_INFORMATION,NO_INFORMATION
3399,FALSE,TRUE,588,1983,NA,FALSE,68,FALSE,NA,1,FALSE,Herne,good,Last5Years,D/E/F/G/H
3400,FALSE,TRUE,550,1972,NA,FALSE,69,FALSE,apartment,2,FALSE,Recklinghausen_Kreis,average,Last5Years,Aplus/A/B/C
3401,FALSE,TRUE,535,1963,NA,FALSE,47,FALSE,apartment,3,TRUE,Minden_Lübbecke_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3402,FALSE,TRUE,707.5,1966,NA,FALSE,69.45,FALSE,apartment,7,FALSE,Bochum,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
3403,FALSE,TRUE,470,1969,NA,TRUE,56,TRUE,ground_floor,1,TRUE,Minden_Lübbecke_Kreis,average,NO_INFORMATION,NO_INFORMATION
3404,FALSE,TRUE,509,1978,0,FALSE,64.7,FALSE,apartment,2,FALSE,Wuppertal,good,Last5Years,NO_INFORMATION
3405,TRUE,TRUE,1905.93,2019,2,FALSE,124.57,TRUE,penthouse,2,FALSE,Essen,NO_INFORMATION,NO_INFORMATION,Aplus/A/B/C
3406,FALSE,FALSE,579,1958,1,FALSE,101,FALSE,roof_storey,2,TRUE,Olpe_Kreis,good,Over5Years,NO_INFORMATION
3407,FALSE,TRUE,570,1962,NA,FALSE,70,FALSE,apartment,1,FALSE,Krefeld,average,NO_INFORMATION,NO_INFORMATION
3408,FALSE,TRUE,1050,2001,NA,TRUE,93.3,FALSE,other,1,FALSE,Solingen,good,Over5Years,NO_INFORMATION
3409,FALSE,TRUE,NA,1992,1,FALSE,90,FALSE,apartment,1,FALSE,Steinfurt_Kreis,average,Last5Years,D/E/F/G/H
3410,FALSE,TRUE,1000,1962,NA,TRUE,113,FALSE,ground_floor,0,TRUE,Euskirchen_Kreis,average,Last5Years,NO_INFORMATION
3411,FALSE,TRUE,795,1969,NA,TRUE,98,FALSE,apartment,0,TRUE,Recklinghausen_Kreis,good,Last5Years,NO_INFORMATION
3412,FALSE,TRUE,2000,1965,NA,FALSE,105,FALSE,maisonette,4,FALSE,Köln,good,Last5Years,D/E/F/G/H
3413,FALSE,TRUE,640,1973,NA,FALSE,84,TRUE,apartment,3,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
3414,FALSE,TRUE,840,1987,1,FALSE,78,TRUE,apartment,0,FALSE,Mettmann_Kreis,average,Over5Years,NO_INFORMATION
3415,FALSE,TRUE,496.4,1965,NA,FALSE,57,FALSE,apartment,2,FALSE,Viersen_Kreis,average,NO_INFORMATION,D/E/F/G/H
3416,FALSE,TRUE,1653,2018,1,FALSE,124.5,TRUE,apartment,1,FALSE,Mönchengladbach,good,NO_INFORMATION,Aplus/A/B/C
3417,FALSE,TRUE,NA,1963,NA,FALSE,73,FALSE,apartment,1,FALSE,Köln,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3418,FALSE,FALSE,810,1970,NA,FALSE,93.1,FALSE,apartment,2,FALSE,Krefeld,good,NO_INFORMATION,NO_INFORMATION
3419,TRUE,TRUE,2170,2020,1,FALSE,150.3,TRUE,maisonette,3,FALSE,Bonn,good,NO_INFORMATION,Aplus/A/B/C
3420,FALSE,FALSE,389,1953,0,FALSE,58,FALSE,apartment,2,FALSE,Viersen_Kreis,NO_INFORMATION,NO_INFORMATION,D/E/F/G/H
3421,FALSE,FALSE,560,1978,1,TRUE,43,FALSE,ground_floor,0,FALSE,Neuss_Rhein_Kreis,average,Last5Years,NO_INFORMATION
3422,FALSE,TRUE,920,1984,1,TRUE,47,FALSE,apartment,3,FALSE,Düsseldorf,good,Over5Years,NO_INFORMATION
3423,FALSE,TRUE,495,1973,NA,FALSE,65,TRUE,apartment,8,FALSE,Recklinghausen_Kreis,average,NO_INFORMATION,NO_INFORMATION
3424,FALSE,FALSE,610,1924,NA,FALSE,64,FALSE,apartment,1,FALSE,Krefeld,good,Over5Years,NO_INFORMATION
3425,FALSE,TRUE,770.84,1966,NA,FALSE,72,FALSE,apartment,1,FALSE,Leverkusen,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION
